label,title
2,Former Viacom Chief Will Helm Sirius
2,Oracle faces the masses at OpenWorld
2,Mixed Bag for Neiman Marcus
0,Teen in the dock for first Madrid bombings trial (AFP)
1,Boston Secures Spot
0,E Guinea investigators to arrive soon
1,Vikings #39; Moss Doubtful for Sunday #39;s Game
1,Minority hiring activists miffed over USC  #39;search #39;
3,Intel #39;s Dual-Core Chips Debut
3,New Grand Theft Auto Video Game Heads to Xbox (Reuters)
2,"Pfizer, AstraZeneca Pummel Drug Stocks"
0,Pitcairn Island mass trial sees first guilty pleas in child sex &lt;b&gt;...&lt;/b&gt;
1,Gugliotta forced to take an injury timeout
1,Lyon find their Sylvain lining
0,Bombing of Kazakh president #39;s office  #39;hooliganism #39; not  #39;terrorism #39; &lt;b&gt;...&lt;/b&gt;
0,South Korea admits nuclear experiment in early 1980s (AFP)
2,"Office Depot Chairman, CEO Nelson Resigns"
2,Oracle to Pay \$10.3 Billion to Acquire PeopleSoft
1,Seattle burned again by fourth-quarter collapse
3,Anger at greenhouse 'climbdown'
2,Oracle Doesn #39;t Want to Take It Higher
3,The Future of Calamity
2,Lojack makes Canada move with Boomerang buy
0,Falluja Rebels Fight On; Clashes Across Iraq
3,Will Microsoft Makes Its Browser Better? (PC World)
0,"At summit, a deal on membership talks"
0,Europe ; Russia to acquire new nuclear weapons systems: Putin
2,Cummins 3Q Profit More Than Quadruples
2,Colleges fear XP update will jam networks
1,ROCHELLE RILEY: Whining is worst call at the Olympics
1,"Lions, critics silenced as Packers finally get win"
3,Earth to see total eclipse of the moon
1,Orioles lose Grimsley until June
1,Singh tells Tiger to get back in swing
0,"In Chile, pace of justice quickens"
0,World's Tallest Bridge Soars Above French Valley
2,Googling Myself to Sleep
2,Swatch tax complaint dismissed
1,Riley Becomes Father Ahead of Ryder Cup (AP)
3,Ballmer calls security a never-ending battle
2,Spitzer Charges Universal Life with Fraud
0,Washington Mayor Says Council Puts Baseball in Capital at Risk
1,Tech Stings Bulldogs
3,Lycos Pulls Anti-Spam Screensaver
1,Boxing: Trinidad floors Mayorga to win middleweight fight
3,Fuel cell #39;s got the power for 3G handsets
1,Tennis: Leading seeds overcome difficulties to advance in Thailand &lt;b&gt;...&lt;/b&gt;
2,"Bankruptcy looming at Delta, auditor says"
3,Arctic Science Mission Faces Cold War-Style Hurdles (Reuters)
2,IBM Wins \$1 Billion Contract from Lloyds
1,Bayern Munich 0-1 Juventus: FT Report
3,Ill. Gov. Seeks Violent Video Game Ban (AP)
2,Stem Cell Companies Fall Amid Biotech Rise
0,"Gas Prices Drop, but Increase Expected"
0,Burma clouds Asia-Europe talks
2,You can hedge bets with Cuban #39;s scheme
0,Abkhazia holds first genuine poll
2,Hurricane Season Ends
2,US Internet advertising revenue sets record
0,Terrorists release new video of Hassan
2,UPDATE 1 - Fitch cuts Merck #39;s triple-A rating by two notches
2,Update 2: Ex-Enron Exec Pleads Guilty to Conspiracy
0,Australia accused over  #39;fair trial #39; call
2,OPEC urges the US to use emergency oil reserves
1,NBA skips arbitration hearing on brawl suspensions (AFP)
3,New defense consortium aims for greater systems interoperability
2,Trade organization slaps sanctions on American exports Clash over &lt;b&gt;...&lt;/b&gt;
2,Martha Stewart Should Fit Right In
0,Pakistan gets its man ... sort of
0,"Saudis Say Politics, Not Religion, Behind U.S. Move"
0,Islamic group says it has beheaded two Italians
0,"Operation in Wana: Terrorists Hideouts Smashed, Dozens Killed"
0,Big Spending Bills Become Congressal Habit (AP)
2,Arla Foods to Merge With Campina
2,ConocoPhillips Buys Lukoil Stake for \$1.99 Billion (Update12)
3,Europe goes to the Moon
1,LaFrentz is on the rebound
1,Astros Stay Close
1,Utah Jazz: Russia trip cancelled
3,Hackers deploying  #39;bots #39; on a massive scale
0,Suicide bomber #39;s house destroyed
1,Late Drogba strike gives Chelsea 1-0 win at Middlesbrough
2,Diamonds used in swindle to be auctioned
2,Kmart to acquire Sears
1,Changes Made to RPI
1,Rodman to Play in Mexico on NBA Comeback Trail
3,UK creates new numbers for Internet phone users
1,Risk-all tactics in aim for glory
1,"Hawks Ink Free Agents Kenny Anderson, Jon Barry (Reuters)"
1,WENGER LET DOWN BY GUNNERS DRAW
0,Nigeria Militia Leader Says Deal Reached
2,Court rejects planned Air New Zealand-Qantas alliance
2,US core inflation hotter than expected in September
0,Former Congresswoman Chisholm Dies at 80 (AP)
1,Bonds named NL MVP
2,"Blue-chip downgrades, higher oil prices pressure stocks"
1,Swimming: Phelps Wins a Classic Then Steps Aside
3,India to enjoy cut-price Windows
0,Di claim dismissed
3,Six of Top Eight Music Players In Japan Are iPods
3,No space in space station
2,"Time Warner, Comcast in Talks on Adelphia"
0,Settlers Say Gaza Meeting with Sharon a 'Disgrace'
0,Ivory Coast military planes attack ex-rebel Bouake
0,Putin tightens grip on regions and MPs
2,Oracle shows sales and earnings growth in Q1
1,Oscar #39;s dad in his corner
2,Casino owners team up in Macao
3,Work on Halo 2 game 'finished'
1,Jimenez continues superb late form
3,Algae Threatens Croatian Adriatic (Reuters)
0,Detainees seen as minimal threat
3,Sharp kills penguin-based PDAs
3,History of Search Engine Optimization and Marketing Testing
0,Two cases of abuse alleged at base 
3,Democrat Emerges As Major Stem Cell Patron (AP)
3,VoiceGlo Offers IM Interoperability
2,Trump Hotels Begins Recapitalization
3,San Fran wants free citywide WiFi
2,Congressional panel votes to kill Boeing Air Force tanker lease
2,Stocks climb as oil falls
2,AMCC to Lay Off 150
2,United Airlines Likely to Terminate Pension Plans
3,Lycos Offers Program to Attack Spammers (AP)
3,Auto seat-headrest assemblies rated
0,Britons flee Jamaica ahead of hurricane
2,RPT-Global economy revs up to 30-year high growth-IMF
0,Alleged Bin Laden Tape Praises Attack (AP)
2,Quattrone barred from Wall Street
1,"Serena Williams, Kuznetsova reach China Open final"
0,Britain says Security Council should be expannded to 24 nations
3,Andreessen: Microsoft to make IE more competitive
3,"The video iPod is coming, I hope"
0,Israeli Cops Arrest 2 Madonna Bodyguards
0,3 British troops killed in Iraq
3,First Look: Skip Gateway's MP3 Photo Jukebox
1,A race-day washout?
1,Gilchrist #39;s follow-on fears
0,Najaf battle a crucial test for Allawi
2,"SIA, Thai splurge billions on planes"
1,Robinson glad to be in rugby not football
0,Earthquake Hits Near India; No Damage Seen (AP)
2,Whistleblower fears reprisal
0,Tennis: Capriati wins epic
2,MCI Posts \$3.4 Billion Loss on Charges
1,UPSET WIN IS  #39;TALK #39; OF TRACK
2,"U.S. Factory Orders, Jobless Claims Up"
2,"CoTherix, Google Rise Before the Bell (Reuters)"
1,Bryant gets 1st PGA win
3,Striking up digital video search
1,Moya helps Spain draw first blood
1,Pavano Unlikely to Return to Marlins (AP)
1,"Jeter, Wells each pick up first career fielding awards"
3,"What will you give up, just to get some work?"
3,FCC sends wrong signal on digital TV (SiliconValley.com)
0,Turkish hostage killed in Afghanistan
2,"Consumer Inflation in China Is Up, but the Pace Slowed"
2,Nike sprints to quarterly growth
2,"Market activity continues to slow, but  #39;soft landing #39; seen"
3,Microsoft to step up SP2 downloads
2,Shoppers Hospitalized After Pepper Spray
3,EPA targets fine particle pollutants
3,"Reebok #39;s revives Pump shoe, marking industry shift to high-tech"
3,"Linksys, Verizon team on Net telephony"
2,United Airlines details new contract proposals that include &lt;b&gt;...&lt;/b&gt;
0,Iran refuses to surrender nuclear fuel technology
1,MAURESMO WINS LINZ EVENT
3,Infineon execs get to serve time over price-fixing
1,Wales put faith in height for autumn Tests
1,FOOTBALL: NOU BALLS PLEASE
0,Little Sympathy for Thai Rebels Over Malaysian Border (Reuters)
1,"Should play resume, league would need all available dates for a &lt;b&gt;...&lt;/b&gt;"
0,Queen to host German gala to rebuild war-bombed church
3,IBM touts new Power5 servers
1,Campbell eyes European test
3,Long-Necked Sea Monster Snuck Up on Victims
1,Hammer Champion Facing Ioc Hearing
1,Chronology of Key Events in Kobe Bryant (AP)
0,How Putin silences the journalists who criticise his brutality in &lt;b&gt;...&lt;/b&gt;
3,Space trailblazer Max Faget dies
3,Bush Requests NASA Storm Aid
1,"Yanks, Rangers have second thoughts on Loaiza"
0,Computer Problems Cause Lufthansa Delays
3,Rockets #39; red glare
1,Bungle against Bengals won #39;t do
3,"CORRECTING and REPLACING SYNORAN, Oracle and HP Demonstrate World &lt;b&gt;...&lt;/b&gt;"
1,Hewitt holds off French talent Monfils in Paris
0,Japan eyes troops pullout from Iraq next December
2,Survey: Region job outlook among tops in US
0,Summit declares Burundi Hutu FNL rebels  #39;terrorists #39;
2,Martha Stewart abandons fight to stay out of prison
1,"Bryant, Allen have a score to settle"
0,Lawmakers want ASEAN to push Myanmar for reforms
0,Telstra for sale at \$5 a share
0,Ceiling Collapse Evacuates Ill. Capitol (AP)
0,Two locals detained for spying on military
0,Africa fights AIDS with girl power
2,SBC strikes telephony agreement with Ford
0,Bush vows action over troops' kit
3,Polish rejection may derail EU patent directive
2,Sony-led consortium signs definitive deal to buy MGM
0,Iran Denounces U.N. Demands As 'Illegal'
1,Beckham Criticized for Suspension
2,Bedding Blip? Go Back to Sleep
1,John Madden
1,Swimming: Shibata Joins Japanese Gold Rush
1,Blair office condemns racist chanting amid calls for Spain to play &lt;b&gt;...&lt;/b&gt;
1,Olowokandi misses game after being arrested at bar
2,Wal-Mart Sees Lackluster November Sales (Reuters)
0,US military not meeting hostage-takers #39; demands to release &lt;b&gt;...&lt;/b&gt;
0,Report won't put blame on top brass
3,EMC picks up maker of backup tools
1,Yao takes coach on trip down memory lane
2,"Zurich Financial Services, US Settle"
2,Retail Reports on Wall Street #39;s Plate
2,OPEC to Cut Production After Six-Week Price Decline (Update3)
0,Japanese official arrives in Kuwait to repatriate Koda #39;s body
3,Pensions chaos as computers fail
3,Permanent Lenses in Sight
0,U.S. Allies Don't Want NATO in Afghanistan (AP)
1,Real eager to silence doubting supporters
2,Pulte drops earnings expectations
1,Three's The Charm?
1,NCAA Game Summary - Nevada at Louisiana Tech
2,Russia to take control of gas giant Gazprom
2,China rules out 'hard landing'
2,Funds have front-row seats at great pharmaceutical debate
0,Record Labels Said to Be Next on Spitzer List for Scrutiny
1,Bugel's Fine Line
3,Long-necked sea monster resurfaces after 230 million years
2,Saks Posts Wider Second-Quarter Loss (Reuters)
1,Familiar refrain as Singh leads
0,Chechnya election has few voters
1,A wild night for Cards reliever
2,"Canon, Toshiba to team on flat panel displays"
1,"Melbourne, Perth Invited to Apply for Super 14 Rugby Franchise"
1,Lindley Leads LPGA Longs Drugs Challenge (AP)
0,Footage Shows 10 New Hostages in Iraq
0,"More Bombs Hit Thai Muslim South, One Dead"
2,Soaring oil prices largely falling flat as campaign issue
2,New German business wave in Asia takes shape
3,AOL survey uncovers rampant online threats
3,The race for flights into space
1,Lithuania Reaches Semifinals
0,Wet weather hits Coca-Cola sales
2,Business School Doles Out BlackBerry Devices
3,Phone fraud crackdown cuts off 13 countries
2,Oracle's PeopleSoft Bid Deadline Nears
2,FTC Files First Federal Lawsuit Against Spyware
1,Red Sox Hold Off Devil Rays 8-6 (AP)
1,Busch sweeps Loudon: No. 19 takes lead in Nextel Cup
1,Female Baseball Pioneer Gacioch Dies (AP)
3,Mozilla Fixes Browser Bugs (PC World)
0,Asia welcomes bon ami Chirac
0,STRAW TO SEE DARFUR CAMP
3,Dell CEO says they are considering AMD
1,World Series Notebhook: Lowe now a big hero in Boston
0,Update: Darfur peace talks suspended as rebels pull out
1,Sports: Angels 5 Rangers 3
3,Groups Weigh in on Revisions to Food Pyramid
2,China: Smuggling Still Threat to Economy (AP)
1,UPDATE 1-Lewis fires spectacular 62 to take Funai lead
3,Red Hat establishes Chinese operation
2,Industrial Output Growth Nearly Stalls
0,Pope tries to warm Orthodox ties
3,Microsoft SP2s blind date software
2,EU approves a small rival for BSkyB
1,Hawks soar over Blue Stars
3,Does Online Banking Put Your Money at Risk?
3,Bulgaria Discovery Sheds Light on Ancient Thracians (Reuters)
1,NCAA Game Summary - Miami-Florida at Virginia
1,Sports: Padres 10 Cardinals 5
2,Pension Promise No Guarantee of Security
1,Eagles' Westbrook Turning Into Elite Back (AP)
1,Sami likely to miss crucial second Test
3,Global Experts Unite to Study Water Shortages (Reuters)
3,"Apple #39;s iPod Must Beware Woes of Netscape, Nokia"
2,Greenspan: Economy Regaining Traction
3,Report: Consumers tuning in to plasma TVs
0,Police reviewing 'Huntley' tapes
0,Colombia Says Rebel Leader May Avoid Extradition
2,U.S. Stocks Headed for Flat Open
2,Circuit City Hears Verizon #39;s Call
2,Ad:tech Celebrates Industry Revival
1,Lakers Douse Rockets in 84-79 Victory (AP)
1,Must-wins for Marlins
2,Heinz Profit Meets Forecasts; Shares Rise
0, quot;Batman quot; intrudes Buckingham Palace
3,U.N. Urges Funds to Curb African Locusts (AP)
3,"Dad, Reluctantly Upgrading to a Modern 'Machine'"
3,Blind man 'sees' emotions
3,Hurricane Charley's Force Took Experts by Surprise
1,Utah shoots for 5-0 start at New Mexico Friday
2,Rebels force Nepal firms to close
0,Jail threat for Gaza settlers
0,"Jet crash was terrorist act, Russia says"
2,"OPEC Eyes Caution, Supply Weighs on Price (Reuters)"
1,Cal eager to prove itself -- again
0,Musharraf says he may not step down as military chief: report (AFP)
1,Dropped Fly Lets Mets Nip Giants in 12th (AP)
3,A Computer In Every Classroom
0,Ex-Guardsman Contacted Kerry Campaign
1,"First Heisman ballot is in hand, but actually picking a winner a &lt;b&gt;...&lt;/b&gt;"
1,Former F1 driver Jacques Villeneuve to test drive for Renault
1,Chiefs Insist They've Plenty to Play For (AP)
3,Space probe aims to slam into comet
0,French Soldier Threatens to Blow Up Munitions
3,Cisco Pays \$16M To Acquire Network Management Firm
1,Castroneves secures top spot for Toyota Indy 400
3,Professional Economists: The Economy is Safer in Kerry's Hands
1,Gomes stays hot for Providence
3,"TiVo, Netflix sign movies-on-demand deal"
0,Romania Vote Marred by Fraud Charges
2,Conrad Black resigns
2,The Aftermath Of Charley: The Most Expensive States To Insure Your Home
0,Iraqi Conference on Election Plan Sinks Into Chaos
1,Belgian GP: A race with lots at stake
3,FileMaker Server 7 Advanced ships (MacCentral)
1,Russia Growls as Olympics Crowd Judges the Judges
0,Consular Office of Korean Embassy in Beijing Considers Suspending &lt;b&gt;...&lt;/b&gt;
0,Indian troops kill five Muslim rebels in Kashmir (AFP)
2,Children #39;s Place to acquire Disney stores
2,Mutual funds attract Fed governors #39; eyes
1,"Dreaming done, NBA stars awaken to harsh Olympic reality (AFP)"
3,Sharp adds hard disk to its Linux PDA
3,Gartner cuts fourth-quarter PC forecast
1,UEFA Cup: Feyenoord wins 3-0 over Hearts in Rotterdam
0,DPRK negative #39;over US offer on nuclear weapons
0,Thatcher waits to be questioned
2,Hilbert House
0,Harvest time in Indonesia
0,Mutu forces Chelsea on to back foot with appeal (AFP)
3,Veritas puts finishing touches on i3
3,Microsoft splashes cash on anti-spyware firm
2,Before the Bell: Intel Falls
2,Yukos saga gives pause to foreign investors in Russia: IMF &lt;b&gt;...&lt;/b&gt;
3,News: Bill would narrow intruder surveillance
0,Climate fears on sharp CO2 rise
1,No. 12 Virginia Dominates Akron 51-0 (AP)
0,"Darfur situation ""unbelievably horrible"": UN goodwill ambassador Jolie (AFP)"
3,Homeland Security Cybersecurity Chief Abruptly Resigns
0,Voters Flock to Register by Deadline
0,"Israel invites bids for construction of 1,000 more homes in West Bank"
2,Timeshares Can't Shake the Stink
0,Netanyahu lifts threat to resign
3,Schools Weather PC Onslaught
0,Kidnapped Reporter Released In Iraq
3,Personal Tech: The Sims 2
3,AOL Targets Mobile IM (NewsFactor)
1,"Johnson Wins, Busch Gains in Title Chase (AP)"
3,Robot lets down fans of telescope
2,A Curved Path for an Innovative Museum
0,Korea court rejects plan for capital relocation
0,OutKast triumph at MTV Awards
1,Kezman hopes Mutu will return
3,Hubble Trouble: One of Four Instruments Stops Working (SPACE.com)
3,Browser phishing  #39;flaw #39; could hook users
3,October is computer safety month
2,Chiron Delays Flu Vaccine Shipments
2,Healthy house prices in Scotland
3,Phishers adopt scam tricks from virus writers
3,Hackers join dark side
2,Stock Market Spoilers Could Show Up Soon
2,Top Marsh exec resigns
2,Treasuries Slip in Thin Trade
3,Use of hot wafers #39; are one step closer to becoming reality
1,French Open champ Myskina tumbles in Bali
2,In August Fed planted seed for more rate hikes
1,Twins make it official
0,France Seeks Return of Reporters in Iraq Amid Headscarf Threat
3,Are Sun and Microsoft forming an unholy alliance?
0,Russian Duma Set to Ratify Kyoto Environment Pact (Reuters)
2,"Work longer, Costello urges"
0,Report: Macedonia workers beheaded
0,Blair told Bush he  #39;would not budge #39; in support for war
0,Palestinian master bombmaker sentenced
0,Prabhakaran threatens war if peace talks don #39;t start:
0,Life after Yasser Arafat uncertain
2,Santos May Report 40 Drop in First-Half Profit as Output Fell
1,Schumacher Wins Seventh F-1 Title After Second Place in Belgium
2,Alberta economy leading other provinces as Canada to lead G7 in &lt;b&gt;...&lt;/b&gt;
1,Spotlight on entire Giants offense
1,Selig undergoes skin surgery
1,Diamondbacks' Top Pick Enrolls in College (AP)
3,"Ballmer bullish on future, bearish on Linux"
3,CA Updates PestPatrol Anti-Spyware Technology
0,Opposition figure stirs row as he blames Australia government for &lt;b&gt;...&lt;/b&gt;
3, #39;Halo 2 #39; Has Game Fans Excited
2,"Stocks Up 1 Pct. on Kmart, Sears Merger"
1,Astros #39; Bagwell busting out of October slump
3,Nokia's take on '20s glamour
1,Young Haas has been able to answer call
2,Putnam Investments to Eliminate 100 Jobs
0,Israeli Troops Kill Two Palestinians in New Violence (Reuters)
1,UPDATE 1-Del Piero ends goal drought as Italy win again
1,Doubleheader trimmed to one game
1,Ralf Rangnick hired as Schalke coach
3,FTC Filing Targets Malicious Spyware
0,Yemeni Militants Convicted of Terrorism (AP)
1,"Ichiro singles, now 30 shy of mark"
1,Double act can bring Old Firm fans back
3,Roadmap boosts Bluetooth bandwidth
1,A #39;s rally in ninth to stay on top
1,Angels One Win From AL West Title (AP)
2,WTO starts negotiations on trade facilitation
2,Sales drop sparks spending fears
0,7 students killed in Greek crash
1,Colts Sign Gramatica for Kickoffs
0,Faulty gene link to obesity risk
1,Ryder Cup underdogs pack a bite
3,Calif. to Sue Diebold Over False Claims (Reuters)
2,"US Stocks Rise, Led by Technology Shares; Dell Advances"
1,"On world stage, no one else compares to Els"
1,"MLB: Los Angeles 7, Atlanta 4"
0,Generals May Pay a Price for Iraq Abuse
1,"MLB: Marlins, Cubs Split Double-Header"
3,Stereo sun birds study space weather
3,Sony PSP goes on sale in Japan
0,FBI Suspects Israeli Spy at Pentagon -- Govt Sources (Reuters)
2,UPDATE 2-UK #39;s Linx drops ITW offer after Danaher steams in
0,"OAS Reproaches U.S., EU Over Colombia"
3,Mars Orbiter Photographs Rover From Space (AP)
0,Syria Agrees to Tighten Iraq Border
1,McKenzie traded
1,Probe clears Zimbabwe
2,Harley Boss To Retire
0,Indonesia police identify embassy attacker
2,INDUSTRY REPORT: Aviation -- US Airways to cut pay
2,"CA, DOJ Reach Settlement"
2,"Conoco, Lukoil form alliance"
2,"DaimlerChrysler, GM to Team Up on Hybrid Engines"
0,Taiwan #39;s Formula Three
0,At Least 50 Deaths Blamed on Hurricane Ivan
1,Sabres Re-Sign Defenseman Dmitri Kalinin (AP)
1,- Game begins at 2:00 PM ET
1,Pantano replaced by Glock
2,J amp;J biggest acquisition in its history will reshape the medical &lt;b&gt;...&lt;/b&gt;
3,College established for Internet game industry
3,"Delphi, XM Unveil Handheld Satellite Radio Receiver (washingtonpost.com)"
2,Greenspan: Home Prices Not Hurting Economy (AP)
3,Mail Search Gets Hotter
1,"AL Wrap: Devil Rays Humble Red Sox, Yankees Triumph"
0,Judge Reduces Jail Time for Calderon (AP)
3,EU Judge in Microsoft Appeal Calls Meeting
1,BYE-BYE BULLIES
0,Mother cleared of murdering baby
3,Communities get hi-tech help
3,IBM Asks Court to Block Gypsies' Lawsuit (AP)
3,"Despite Google, we still need good libraries"
0,White House: Trying to Confirm Terror Group #39;s Allegiance to bin &lt;b&gt;...&lt;/b&gt;
0,CONFUSION OVER BUTCHER AIDE #39;S  #39;CAPTURE #39;
0,Israeli Tanks Shell Gaza Town-Palestinian Sources
0,Saddam has first meeting with his lawyer
3,Yahoo gets Travel Savvy
2,EU decision on Abbey expected next week
3,eBay snaps up Rent.com
2,Greenspan Urges Pension Benefit Cuts
1,FANS WANT TRINIDAD- HOPKINS II
1, #39;Would Frank Lampard Have Been Sacked? #39;
2,PHILIPPINES PRESS: Govt Mandates 3 Banks for Bond Offer
1,WHAT TO WEAR
0,WFP Relying On Airdrops To Bring Food In West Darfur
2,Watchdog Plays Down Abbey Suitor Fears
3,Verizon Wireless brings 3G to more cities
0,Hungarian Lawmakers Reject Iraq Extension (AP)
2,Greenspan does down the dollar
2,Microsoft Shareholders OK  #36;32 Bln Payout (Reuters)
3,Generating Income with Blogs - Blogging for Dollars
3,"iTunes, iTunes ain #39;t calling for Ireland"
0,Yasser Arafat  #39;very sick #39;
2,Ingersoll-Rand to sell Dresser unit for \$1.2bn
0,"At Kerry's HQ, W Is for Woeful (BusinessWeek Online)"
0,Argentina gets China investment
0,"Sudan, West in War of Words Over Genocide Charge"
0,Arafat Gets OK to Seek Medical Treatment (AP)
2,US Air Needs Cuts to Entice Investors (Reuters)
1,The Steelers try to knock off their second unbeaten team
2,Amazon #39;s UK DVD Rentals Might Presage War with Netflix
0,25 dead in Venezuela military plane crash
3,Two New Neptune-Sized Planets Discovered
3,Judge Calls Conference on Microsoft
1,NBA to Set new arena security guidelines
2,European Shares Edge Upwards
1,Final Preseason Game Important for McMahon (AP)
2,Uncertainty still reigns at Delta
2,Payments for retirees  #39;will strain US economy #39;
0,Hamburg Court Delays 9/11 Trial by One Week
0,Relief Effort Gains as Aid Is Reaching More Survivors
1,"Pistons miss Wallace, but in good shape"
2,"Tokyo Shares Flat After Quake, Dollar Up"
3,Yahoo Unveils New Mail Enhancements
1,Hewitt goes through in Washington
3,"Fossil Pushes Upright Walking Back 2 Million Years, Study Says"
3,Pair of Linux Holes Put Users at Risk (Ziff Davis)
0,Blair Denies Going to War Erroneously
3,Centuries-Old Makeup Reveals Roman Beauty Secrets
0,High precision equipment for making nukes disappears from Iraq
1,Davenport #39;s default title
1,"Truth  amp; Rumors: Nov. 2, 2004"
3,Dangerous Exploit Targets JPEG Flaw (PC World)
3,Man Undergoes Web-Arranged Transplant
2,Mobile phone users double since 2000
1,Plane of NASCAR Team Hendrick Missing
2,American Air to Defer 54 Boeing Jets
1,Berlin cheers winning bid for 2009 championships
3,Tougher Cyber-Security Measures Urged
2,Western Digital Outlook Spurs Sector
0,"Israel Destroys Refugee Homes, Kills One"
3,Gates expands on Microsoft #39;s IT management vision
0,Malaysia expects to resume poultry exports to Singapore soon
1,Angels tie A #39;s in West
0,Kerry Campaign Helping With Fla. Recovery (AP)
1,World #39;s oldest man dies at age 113
3,Europe Approaches Moon
0,Karzai braves rally outside Kabul
0,"Malaysia, New Zealand to study free trade agreement"
2,"Dollar Set for Weekly Gains Against Euro, Yen Before Job Report"
3,Survey: People often give out sensitive details
0,Two Lebanese Hostages Released in Iraq (AP)
1,The winner
0,Basque party 'to call for peace'
2,"Chavez Cannot Unite Divided Venezuela, Foes Say"
2,Accounting fix aids Toys R Us
0,Mexican firm bids 2.3bn for RMC
2,FDA under fire
0,First Guantanamo detainees to face trial
3,Taiwan to Rule on Chip Packagers' China Plans -Paper
1,"Bonds remains shy of 700, but Giants still win big"
3,"Buy Linux PCs, then steal Windows"
0,RUSSIA * LEFTISTS * RALLY
0,"Indonesia's Megawati Apologizes, Warns on Terror"
0,S.Korea Probe Suggests No Infiltration from North
2,BT to Buy Infonet in Deal Worth About \$1B
3,Sofia Breaks Through Cyber Gang Firewall
0,Death toll from tropical storm is nearly 600 in Haiti
2,Feds McTeer tapped to head Texas A amp;M -
2,"SBC Will Cut 10,000 Jobs by 2005-Filing (Reuters)"
1,Victory not enough as Saints eliminated
0,Australia set India 543 to win third test (Reuters)
1,T.O. Effect Gives Boost to Eagles' Offense (AP)
2,Worley buys US partner
2,Ingram to acquire TechPac
0,Car Explodes in Northern Gaza Town (AP)
0,Bush campaign on defensive amid new questions on prewar Iraq intelligence (AFP)
0,Suspected Israeli Agents Kill Militant in Syria
0,Bill Would Nearly Double Border Patrol (AP)
0,Militants holding UN hostages set Friday deadline
3,E-Commerce Times
0,Argentina teenage shooter slays 4 classmates
3,Music Player/Storage Device Holds 100Gb of Data (TechWeb)
3,EU Extends Review of Microsoft-Time Warner Deal
1,Molineux joy at Hoddle deal
3,Vegetarians see red over Smarties colouring
0,Cameroon leader's 'divide and rule'
0,Iran rejects EU nuclear proposal
2,"Air Canada forecasts Q3 operating income of \$235M, up from \$17M"
0,8 British terror suspects brought to court
0,Former Restaurant Inspector Loses Lawsuit (AP)
1,"Bryants Anger Hurt the Lakers, Jackson Says in a New Book"
0,EU extends ban on Asian poultry imports
3,"Your Train Will Be Late, She Says Cheerily"
1,Celtic invited to make complaint
3,Celebrating The  quot;Right Stuff quot; -- Mercury Astronaut Gordon  quot;Gordo quot; &lt;b&gt;...&lt;/b&gt;
3,SAP gains \$35 mln Postal Service deal
3,"Bright Lights, Burning City"
3,"Trade Deficit Surges, Jobless Claims Up (AP)"
3,IBM #39;s storage software owns all of EMC kit
2,Travelzoo Breaks Out
2,Cott Pops Up Again
2,Microsoft signs two Indian deals
0,Al Qaeda's Uzbek bodyguards
3,"Samsung, Sony Sign Sweeping Patent Deal"
3,Phone fight against home violence
0,EU spells out Balkan entry terms
1, #39;Sold out #39; signs going up at Games events
3,Stem cell freebie
2,Simmering Trade Disputes Will Greet Bush in Canada
0,Stars Arrive by Yacht at MTV Video Awards
0,Iran Says It Tested 'Strategic Missile'
0, #39;IAEA may have to  quot;beg quot; Iran for more cooperation #39;
3,Flat Chance
1,Dorfmeister wins Super-G at Lake Louise
2,Women facing retirement poverty
2,Official: Fear Factor Adding to Oil Price
3,IBM opens Linux center in Brazil
3,Yahoo! wraps up carrier deals with Nextel account
2,"PeopleSoft Moves Ahead, Unveiling Major IBM Alliance"
1,Conte turned athletes into towers of power
0,"U.S. Air, Ground Forces Pound Iraqi Militia Posts"
2,Retailers may have to do some tweaking to get consumers back in &lt;b&gt;...&lt;/b&gt;
2,UAL Corp. takes \$274 mil. hit in 3rd quarter
1,Rugby: Recovering Lomu sets his sights on World Cup glory
2,LG.Philips: This Side Up
0,Summary: Bush Guard Service Still Mystery (AP)
0,Burundi: President Ndayizeye Sacks His Deputy
1,Red Sox Clinch 2nd Straight Playoff Berth (AP)
2,Stocks steady on retail results
1,Americans Wake Up
3,Cisco to Acquire P-Cube in \$200M Deal
1,Kings pull Pacers off East pedestal
0,Merck's Vioxx Woes Weigh on Stocks
2,Dollar Dives to Record Low Vs. Euro
3,Microsoft: Firefox does not threaten IE #39;s market share
0,Japan Says Body Found Not Iraq Hostage
3,Computer Experts Vie in Hacking Contest (AP)
3,Google offers a suggestion
1,"Moore, seven others advance at Amateur"
2,Bond yields continue to push higher
2,Target Sees Sales Growth Near 6 Percent (AP)
1,Free Agents Start Taking Offers From Other Clubs
2,Singapore #39;s Growth Slows in Third Quarter
2,Rite-Aid slapped after warning
3,Google AdSense to Introduce Animated Banner Advertising
1,Beckham Makes Timely Training Return
0,"Iraq #39;s Sistani Returns, Plans to End Najaf Crisis"
0,Japan Girl Sentenced for Classmate's Death (AP)
0,Putin shakeup won #39;t foster a safer Russia
3,Microsoft helps in bogus degrees case
1,Colts outscore Packers in home opener on strength of Manning #39;s arm
3,France May Allow Jamming of Mobile Phones (AP)
1,"Lights, #39; Camera,  #39;Noles: Sunshine Focuses on FSU"
2,Harmony seeks leave to appeal competition ruling
0,Russia: Estonia WWII Monument Disgraceful (AP)
